epoch,lr,train_loss,train_forecast,train_spike,val_loss,val_mae,val_rmse,val_smape,val_f1,val_precision,val_recall,val_auc,val_auprc,swa_active
1,1e-05,0.5442850530147553,0.24464215189218522,0.5992857873439789,0.7090088526407877,0.6156870126724243,2.769841432571411,170.05665588378906,0.0556188804949415,0.03654625546126906,0.5767541717541718,0.5337460801140704,0.06069791236828717,False
2,1.9e-05,0.5420717716217041,0.24328199326992034,0.5975795388221741,0.7059414188067118,0.6061870455741882,2.7687463760375977,168.81454467773438,0.052477674176162455,0.03467218035902922,0.5475279812779813,0.5349182761465952,0.060465119823389014,False
3,2.8000000000000003e-05,0.5383838832378387,0.2408985748887062,0.5949706077575684,0.7024531463781992,0.5969902873039246,2.7673988342285156,166.82923889160156,0.05088940987349424,0.0324942436475074,0.5457376882376882,0.533744413898897,0.057876088976597365,False
4,3.7000000000000005e-05,0.5341065347194671,0.2382901594042778,0.5916327714920044,0.6984077493349711,0.5899868607521057,2.7657041549682617,164.9573974609375,0.048908840351819305,0.03671303493209996,0.4754151404151404,0.5295879211960718,0.056267386553838304,False
5,4.600000000000001e-05,0.5298869371414184,0.23656511902809144,0.5866436302661896,0.6936686635017395,0.584145724773407,2.7636661529541016,164.13304138183594,0.0524469437461078,0.03846327140273808,0.39594627594627596,0.5203686196536635,0.05372826709657144,False
6,5.500000000000001e-05,0.5255265176296234,0.23471660614013673,0.581619817018509,0.6882151265939077,0.578918993473053,2.761347770690918,163.93328857421875,0.030447364492947684,0.018804682982997933,0.27973341473341473,0.518679590742879,0.051785723920751446,False
7,6.400000000000001e-05,0.521526837348938,0.233949738740921,0.5751541972160339,0.6818669438362122,0.5738829970359802,2.7590272426605225,163.59457397460938,0.028247901511474525,0.01733559767099885,0.1969495319495319,0.5156272775235641,0.050955365076641654,False
8,7.300000000000001e-05,0.5153112679719924,0.2313377797603607,0.5679469645023346,0.6743761400381724,0.5685234069824219,2.75675106048584,163.46473693847656,0.02635242846047403,0.016559056032042017,0.1041921041921042,0.5045724981156676,0.04661546738986156,False
9,8.200000000000001e-05,0.5098157942295074,0.23023874461650848,0.5591540932655334,0.6665029227733612,0.5630344748497009,2.7545273303985596,163.1907196044922,0.007096171802054155,0.0062049062049062045,0.008461538461538461,0.49529846773434494,0.04780241478788329,False
10,9.100000000000003e-05,0.5077749401330948,0.23221449106931685,0.5511209011077881,0.6599434117476145,0.5584103465080261,2.7524795532226562,162.87672424316406,0.004166666666666667,0.01111111111111111,0.002564102564102564,0.4817999322750808,0.04745920514661629,False
11,0.00010000000000000005,0.5037437319755554,0.23079484105110168,0.545897775888443,0.6559163232644399,0.5547226667404175,2.7508704662323,161.78955078125,0.0047619047619047615,0.03333333333333333,0.002564102564102564,0.4721742456704978,0.04481585511190802,False
12,0.00010000000000000005,0.5011898815631867,0.23021317422389984,0.5419534146785736,0.6538102328777313,0.5519676208496094,2.749566078186035,161.375,0.0,0.0,0.0,0.469172068942025,0.043844734280211364,False
13,0.00010000000000000005,0.4991061151027679,0.23013943433761597,0.5379333615303039,0.652182141939799,0.5501260161399841,2.7484564781188965,161.4756622314453,0.0,0.0,0.0,0.46815073596927526,0.04454717013702613,False
14,0.00010000000000000005,0.49992471039295194,0.22995172142982484,0.5399459838867188,0.6512536406517029,0.5488986968994141,2.747685670852661,160.47032165527344,0.0,0.0,0.0,0.47155146094955763,0.04595827101633481,False
15,0.00010000000000000005,0.4961065322160721,0.22730194628238679,0.5376091718673706,0.6506361862023672,0.5482175350189209,2.7470250129699707,160.4577178955078,0.0,0.0,0.0,0.4742023734131091,0.04827142189651077,False
16,0.00010000000000000005,0.49588252902030944,0.22817221730947496,0.5354206264019012,0.650158296028773,0.5474988222122192,2.7464370727539062,160.84640502929688,0.0,0.0,0.0,0.4746028825582757,0.04339009822578944,False
17,0.00010000000000000005,0.49612346291542053,0.22681885510683059,0.5386092126369476,0.6497872173786163,0.5472522377967834,2.746149778366089,158.7896270751953,0.0,0.0,0.0,0.4772403122527888,0.044070060628871595,False
18,0.00010000000000000005,0.4946704119443893,0.22629206627607346,0.5367566883563996,0.6486224830150604,0.5465877652168274,2.7455379962921143,160.51104736328125,0.0,0.0,0.0,0.478036645816359,0.04449521075839339,False
19,0.00010000000000000005,0.49489309191703795,0.2270369127392769,0.5357123494148255,0.6481612225373586,0.5464451313018799,2.745328664779663,158.7115478515625,0.0,0.0,0.0,0.4848292256781756,0.044870162402296354,False
20,0.00010000000000000005,0.4948245733976364,0.22663607746362685,0.5363769829273224,0.6476371586322784,0.5465022921562195,2.7449800968170166,158.82423400878906,0.0,0.0,0.0,0.4885240493733257,0.04512566561538603,False
21,0.00010000000000000005,0.49605937004089357,0.22873753309249878,0.534643679857254,0.647347072760264,0.5467005372047424,2.744692325592041,159.69081115722656,0.0,0.0,0.0,0.4902795368145012,0.04480191204968157,False
22,0.00010000000000000005,0.4919941067695618,0.22535098493099212,0.5332862496376037,0.6469853421052297,0.5463742017745972,2.7444663047790527,159.28591918945312,0.0,0.0,0.0,0.4886401267919332,0.04412058690310548,False
23,0.00010000000000000005,0.4918328583240509,0.22447204887866973,0.5347216188907623,0.6464435458183289,0.5464596748352051,2.744229555130005,159.5859375,0.0,0.0,0.0,0.49075763308034076,0.04479763497936862,False
24,0.00010000000000000005,0.49021607637405396,0.22317007035017014,0.5340920090675354,0.6460559467474619,0.5462281703948975,2.7441303730010986,158.67481994628906,0.0,0.0,0.0,0.4931760431986646,0.044978008256538346,False
25,0.00010000000000000005,0.49116491675376894,0.22531505078077316,0.5316997289657592,0.6457275152206421,0.5460838079452515,2.7439351081848145,158.7614288330078,0.0,0.0,0.0,0.4961429747105856,0.045571029728931484,False
26,0.00010000000000000005,0.4897799283266068,0.2230767861008644,0.5334062933921814,0.6452315449714661,0.5460795760154724,2.74377703666687,159.31834411621094,0.0,0.0,0.0,0.49656109665044174,0.04572860257729643,False
27,0.00010000000000000005,0.48947808146476746,0.22430808693170548,0.5303399920463562,0.6452738046646118,0.5455864071846008,2.743548631668091,159.8457794189453,0.0,0.0,0.0,0.4980647356007449,0.04698977553555337,False
28,0.00010000000000000005,0.489238965511322,0.22371961325407028,0.5310387074947357,0.6449926594893137,0.5458059310913086,2.7435736656188965,158.51181030273438,0.0,0.0,0.0,0.5017014754204057,0.04859328492458734,False
29,0.00010000000000000005,0.4906996518373489,0.22575029730796814,0.5298986971378327,0.6447483003139496,0.5455098748207092,2.7435131072998047,158.1017608642578,0.0,0.0,0.0,0.5015644539058149,0.0502248087057308,False
30,0.00010000000000000005,0.4860076874494553,0.22138529121875763,0.5292447805404663,0.6441039045651754,0.5456238985061646,2.743358850479126,158.72113037109375,0.0,0.0,0.0,0.5011813850947086,0.05275786271245984,False
31,0.00010000000000000005,0.4865542262792587,0.22298857420682908,0.527131301164627,0.6440674563248953,0.5453174710273743,2.7433180809020996,158.0463104248047,0.0,0.0,0.0,0.5007108124285008,0.054174378229453306,False
32,0.00010000000000000005,0.4861066222190857,0.22298559546470642,0.5262420535087585,0.6441421409447988,0.5456898212432861,2.743150234222412,159.24789428710938,0.0,0.0,0.0,0.5024669405152037,0.059805263910071,False
33,0.00010000000000000005,0.4888862282037735,0.2244268238544464,0.5289188146591186,0.6444689333438873,0.5464386940002441,2.7432594299316406,158.62002563476562,0.0,0.0,0.0,0.5077722400721,0.06428371810010035,False
34,0.00010000000000000005,0.4854977875947952,0.22257382571697235,0.5258479237556457,0.644088347752889,0.5465325713157654,2.7432591915130615,158.470947265625,0.0,0.0,0.0,0.5075018808759731,0.07283679787153848,False
35,0.00010000000000000005,0.4835775256156921,0.22152343839406968,0.5241081893444062,0.6436439454555511,0.5458712577819824,2.743108034133911,159.02493286132812,0.0,0.0,0.0,0.5074985394866326,0.07579816015436801,False
36,0.00010000000000000005,0.48700031340122224,0.22427654564380645,0.525447529554367,0.6436827679475149,0.5453601479530334,2.743129253387451,158.43833923339844,0.0,0.0,0.0,0.509707375499938,0.07643536728417408,False
37,0.00010000000000000005,0.4854073166847229,0.22298262566328048,0.5248493790626526,0.6440735459327698,0.5456942319869995,2.7431013584136963,158.57508850097656,0.0,0.0,0.0,0.5107263788610401,0.07699109032585108,False
