date,beras_dki,beras_jabar,beras_jateng,beras_jatim,beras_sulsel,beras_sumut,bawang_dki,bawang_jabar,bawang_jateng,bawang_jatim,bawang_sulsel,bawang_sumut,cabai_dki,cabai_jabar,cabai_jateng,cabai_jatim,cabai_sulsel,cabai_sumut
5/4/2025,,,,,,,,,,,,,,,,,,
5/5/2025,15900,14950,15100,13900,13750,14050,49900,44050,41050,40100,35500,40400,53750,50400,41550,36900,54550,40250
5/6/2025,15900,14950,15100,13900,13750,14050,49050,43850,40850,40300,35500,40300,52900,49850,41050,36900,54550,38950
5/7/2025,15900,14950,15100,13900,13750,14050,48250,42900,40600,40350,36000,40300,52900,49200,40900,36850,53500,37850
5/8/2025,15900,14950,15100,13900,13750,14050,48250,42850,40350,40350,35250,40350,52900,49200,40350,36150,54000,37600
5/9/2025,15900,14950,15100,13900,13750,14050,48250,42950,39950,40250,35250,40050,51250,49150,38900,36450,53000,37300
5/10/2025,,,,,,,,,,,,,,,,,,
5/11/2025,,,,,,,,,,,,,,,,,,
5/12/2025,15900,14950,15100,13900,13750,14050,48250,42450,40250,40250,35250,40650,51250,49100,38900,36450,53000,37000
5/13/2025,15900,14950,15100,13900,13750,14050,48250,42450,39800,40250,35250,40250,51250,49150,38750,36450,53000,36600
5/14/2025,15900,14950,15100,13950,13750,14100,47400,42550,40250,38750,34500,39800,48650,47800,38200,34600,51250,29800
5/15/2025,15900,14950,15150,13950,13750,14100,47400,42650,39850,38200,34500,39950,45300,47650,37700,33550,51000,29750
5/16/2025,15900,14950,15150,13950,13750,14100,47400,42450,39650,38200,34500,39450,45300,47200,37300,33950,50250,29000
5/17/2025,,,,,,,,,,,,,,,,,,
5/18/2025,,,,,,,,,,,,,,,,,,
5/19/2025,15900,14950,15150,14000,13750,14100,47400,42250,38700,37500,34250,39550,44450,45500,36400,32950,46250,29200
5/20/2025,15900,14950,15200,14050,13750,14150,47400,42350,38450,36850,34250,39500,44450,45450,36650,34650,46750,29050
5/21/2025,15900,14950,15200,14050,13750,14150,47400,42650,38200,36700,33900,39100,44450,45650,36150,34150,45900,29050
5/22/2025,15900,14950,15200,14050,13750,14150,47400,42450,38250,35800,34150,39100,44450,45000,35950,33050,43650,28350
5/23/2025,15900,14950,15200,14050,13750,14150,46550,42250,37900,34750,34150,38800,42800,45450,36000,33150,43250,27550
5/24/2025,,,,,,,,,,,,,,,,,,
5/25/2025,,,,,,,,,,,,,,,,,,
5/26/2025,15900,14950,15200,14100,13950,14200,46550,41950,37650,34250,33650,37450,41100,44700,34500,32450,37750,27500
5/27/2025,15900,14950,15200,14100,13950,14200,46550,42000,37550,34300,33650,37200,41950,45350,33750,32350,36800,26750
5/28/2025,16000,14950,15200,14100,13950,14200,46550,42550,37450,34150,33400,36950,41950,43950,33150,31700,36250,25950
5/29/2025,16000,14950,15200,14100,13950,14200,46550,42550,37450,34150,33400,37050,41950,43950,33150,31700,36250,26050
5/30/2025,16000,14950,15200,14100,13950,14200,46550,42550,37450,34150,33400,36850,41950,43950,33150,31700,36250,26050
5/31/2025,,,,,,,,,,,,,,,,,,
6/1/2025,,,,,,,,,,,,,,,,,,
6/2/2025,16000,15000,15250,14200,13950,14250,46550,42550,38500,36500,34000,36150,42800,46550,35450,34900,41750,26250
6/3/2025,16000,15050,15250,14250,13950,14250,46550,43050,39300,37100,34100,35750,42800,48200,37700,39000,43900,26150
6/4/2025,16000,15050,15300,14300,13950,14250,48250,43550,39350,38000,35750,35550,44450,50200,38000,39800,45300,26250
6/5/2025,16000,15050,15300,14300,14000,14250,48250,43550,39900,38100,35750,35500,45300,52450,37100,37500,46300,27100
6/6/2025,16000,15050,15300,14300,14000,14250,48250,43550,39900,38100,35750,35650,45300,52450,37100,37500,46300,26600
6/7/2025,,,,,,,,,,,,,,,,,,
6/8/2025,,,,,,,,,,,,,,,,,,
6/9/2025,16000,15050,15300,14300,14000,14250,48250,43550,39800,38100,35750,35650,45300,52450,36800,37500,46300,26150
6/10/2025,16150,15050,15300,14300,14000,14250,49800,44050,41050,38550,36300,35700,46100,48150,36200,36650,41550,25350
6/11/2025,16250,15050,15350,14300,14000,14250,49800,44100,42250,38550,36300,35200,46100,46850,35200,37600,39500,25650
6/12/2025,16250,15050,15350,14300,14000,14250,49800,44400,43600,39700,36900,34950,45300,46050,34000,35050,39500,25350
6/13/2025,16250,15050,15350,14350,14000,14250,49800,45350,45000,40200,37400,35350,45300,44250,33150,33250,39150,25800
6/14/2025,,,,,,,,,,,,,,,,,,
6/15/2025,,,,,,,,,,,,,,,,,,
6/16/2025,16250,15050,15350,14400,14000,14300,49800,46550,47650,44300,39900,38350,46100,42150,31250,30550,33250,25650
6/17/2025,16250,15050,15350,14400,14000,14300,49800,47350,48450,44850,40900,39400,45200,41400,30750,29300,29750,25100
6/18/2025,16250,15050,15350,14400,14000,14300,49800,47450,47900,44900,42150,40150,43550,41450,30100,28750,29500,24950
6/19/2025,16250,15050,15400,14400,14000,14300,53050,48250,47000,44700,42500,40150,43600,40900,31050,28800,29500,24700
6/20/2025,16250,15050,15400,14400,14000,14300,59350,49500,48000,45100,42750,40150,67600,52100,36750,31800,29500,24600
6/21/2025,,,,,,,,,,,,,,,,,,
6/22/2025,,,,,,,,,,,,,,,,,,
6/23/2025,16450,15100,15400,14450,14150,14300,55450,48350,45350,43950,47250,40150,57900,51100,34300,32250,29100,23450
6/24/2025,16450,15100,15400,14450,14150,14300,54700,47350,45100,43300,47750,40250,53850,47950,33400,31200,29850,23150
6/25/2025,16450,15100,15400,14450,14150,14350,53900,47300,44400,42800,47500,40400,47100,44850,32500,30150,29350,23050
6/26/2025,16450,15100,15400,14450,14150,14350,52200,47050,44200,42650,46500,40400,44550,42950,31900,29700,29350,23050
6/27/2025,16450,15100,15400,14450,14150,14350,52200,47050,44200,42650,46500,40400,44550,42950,31900,29700,29350,23400
6/28/2025,,,,,,,,,,,,,,,,,,
6/29/2025,,,,,,,,,,,,,,,,,,
6/30/2025,16450,15100,15400,14450,14150,14350,50650,45700,42950,41200,45400,40550,43000,46400,35850,33250,29250,22750
7/1/2025,16450,15100,15350,14450,14150,14350,50650,46100,42250,40700,45500,40550,43000,46600,35800,33900,29250,22050
7/2/2025,16450,15100,15350,14450,14150,14350,50650,45900,42350,40400,45500,40550,43000,45900,35050,32550,28250,21750
7/3/2025,16450,15100,15400,14500,14150,14350,50650,45550,42200,40050,45750,40550,44650,45150,35400,32800,28750,21850
7/4/2025,16450,15100,15400,14500,14150,14350,50650,45400,41950,39850,45250,40650,46100,46150,35200,34250,28250,21900
7/5/2025,,,,,,,,,,,,,,,,,,
7/6/2025,,,,,,,,,,,,,,,,,,
7/7/2025,16450,15100,15400,14500,14300,14500,49800,45550,42250,40600,46000,41000,46950,45150,35250,34100,31500,27000
7/8/2025,16450,15100,15400,14500,14500,14500,49800,46000,42450,40750,46000,41250,46950,45050,35550,33650,32000,26900
7/9/2025,16450,15100,15400,14500,14500,14500,50650,46500,42900,40950,45500,41250,46950,43800,35650,33250,31900,27500
7/10/2025,16450,15100,15400,14500,14500,14500,54700,47650,43600,41500,45500,41450,46100,44100,35500,34350,30750,26950
7/11/2025,16450,15100,15400,14500,14600,14500,54700,49400,43950,41500,43750,41900,46100,44400,35600,34500,30000,26450
7/12/2025,,,,,,,,,,,,,,,,,,
7/13/2025,,,,,,,,,,,,,,,,,,
7/14/2025,16550,15100,15400,14550,14750,14550,55550,50100,45350,42050,44500,43700,49500,47650,37700,36050,34900,27000
7/15/2025,16550,15100,15400,14550,14750,14550,55550,50100,45900,42600,45250,43100,49500,47850,38250,35850,34900,26900
7/16/2025,16550,15100,15400,14550,14750,14650,55550,50250,46000,42950,45250,43250,47850,46350,37450,34800,37150,26550
7/17/2025,16550,15100,15400,14550,14750,14700,55550,50800,46550,43150,45250,44300,48750,45650,36100,35050,38150,25200
7/18/2025,16550,15100,15400,14550,14750,14750,54600,51400,47000,43700,45250,44550,46950,45150,33900,34450,39250,25200
7/19/2025,,,,,,,,,,,,,,,,,,
7/20/2025,,,,,,,,,,,,,,,,,,
7/21/2025,16550,15100,15400,14550,15150,14850,57750,53700,49050,44650,44000,47350,46950,43950,33300,32650,44000,26550
7/22/2025,16550,15100,15400,14550,15150,14900,57750,54450,50850,45900,44000,49450,46950,43250,32850,32500,44000,25600
7/23/2025,16550,15100,15400,14550,15150,14900,57750,55750,51400,47400,44500,50600,46950,42950,32400,32000,44900,25650
7/24/2025,16550,15100,15400,14550,15150,14900,58600,57100,53000,48300,44500,50500,45300,42500,32300,31700,45050,25450
7/25/2025,16550,15100,15400,14550,15150,14900,61950,57700,53750,49300,44750,50850,45300,42000,32150,31800,42300,25550
7/26/2025,,,,,,,,,,,,,,,,,,
7/27/2025,,,,,,,,,,,,,,,,,,
7/28/2025,16550,15100,15400,14550,15150,14900,62750,58300,55250,52000,46250,53350,42800,41600,31450,31500,41750,26700
7/29/2025,16550,15100,15400,14600,15150,14900,61950,58550,56000,52600,46250,53650,42800,41300,31050,30950,41750,27750
7/30/2025,16550,15100,15400,14600,15150,14900,61950,58150,56400,54000,46250,54400,42800,42050,30950,30200,41400,28650
7/31/2025,16550,15100,15400,14600,15150,14900,61950,57900,56600,53900,45750,54550,42800,43000,31400,31750,39900,30400
8/1/2025,16550,15100,15400,14600,15150,14950,62750,57800,57000,53200,46250,55750,42800,42850,32050,31950,38150,32900
8/2/2025,,,,,,,,,,,,,,,,,,
8/3/2025,,,,,,,,,,,,,,,,,,
8/4/2025,16550,15100,15400,14650,15150,14950,58800,57800,56600,53450,47750,56550,46100,42000,35250,36250,34700,37700
8/5/2025,16550,15100,15400,14650,15150,14950,58800,57650,56500,53550,48250,57650,46100,42500,36800,35900,34950,37700
8/6/2025,16550,15100,15400,14650,15150,14950,58800,57100,56000,53700,47900,58150,47000,43550,36950,36450,34450,37850
8/7/2025,16550,15100,15400,14650,15150,14950,58800,56300,55500,53500,48250,58150,47000,44250,36150,36650,32950,37200
8/8/2025,16550,15100,15450,14650,15150,14950,57950,56150,55500,53800,48250,58650,47850,43950,36500,36000,32250,36650
8/9/2025,,,,,,,,,,,,,,,,,,
8/10/2025,,,,,,,,,,,,,,,,,,
8/11/2025,16550,15150,15450,14700,15150,14950,58600,55150,55100,53700,51750,59700,46100,42100,33500,34450,31800,36400
8/12/2025,16550,15150,15450,14700,15150,14950,58600,54950,54400,53200,51750,59800,46100,41950,32300,33450,31950,34800
8/13/2025,16550,15150,15450,14700,15150,15000,58600,54750,52800,52700,52650,60400,41950,41900,31500,32900,31550,34850
8/14/2025,16550,15150,15450,14700,15150,14950,58600,52900,51300,51100,53150,59850,41200,41900,30450,32350,31300,34250
8/15/2025,16550,15150,15450,14700,15050,15000,57750,52200,49800,50050,53500,60100,42800,41550,29350,31250,30900,33250
8/16/2025,,,,,,,,,,,,,,,,,,
8/17/2025,,,,,,,,,,,,,,,,,,
8/18/2025,16550,15150,15450,14700,15050,15000,57750,52200,49550,50050,53500,58600,42800,41550,29500,31250,30900,33150
8/19/2025,16550,15150,15450,14700,15050,15000,50450,47550,46750,46350,53750,56150,43600,42300,30000,31650,30850,32450
8/20/2025,16550,15150,15450,14700,15050,15000,50450,46850,45950,44000,53400,52850,43600,42800,30200,30350,30850,31200
8/21/2025,16550,15150,15450,14700,15050,15000,50450,46150,44450,43150,53900,51000,43600,43100,30250,30150,31850,30800
8/22/2025,16550,15150,15500,14700,15050,15000,50450,45800,42100,42250,52000,50300,42900,43300,30250,30000,30350,30400
8/23/2025,,,,,,,,,,,,,,,,,,
8/24/2025,,,,,,,,,,,,,,,,,,
8/25/2025,16600,15150,15500,14700,15100,14950,47300,44050,42000,40400,48500,47850,43600,42500,29650,30500,30800,35050
8/26/2025,16600,15150,15500,14700,15050,14950,47300,42450,41750,40350,47750,47850,43600,42400,29650,29750,30300,37150
8/27/2025,16600,15150,15500,14650,15050,14900,47300,42350,41600,40200,47750,47400,42900,42550,30000,29750,30150,36800
8/28/2025,16600,15150,15500,14650,15000,14900,47300,42350,41550,39900,46750,47250,42900,42950,30800,30000,29650,38800
8/29/2025,16600,15150,15500,14700,15000,14900,47300,42400,41650,40000,46500,47250,42900,43200,31650,30200,29150,39100
8/30/2025,,,,,,,,,,,,,,,,,,
8/31/2025,,,,,,,,,,,,,,,,,,
9/1/2025,16600,15150,15500,14650,14950,14900,45650,41400,40700,39100,45000,47800,47850,44150,33200,30100,30250,53550
9/2/2025,16600,15150,15500,14650,14950,14900,44800,41400,40150,38700,44000,47150,49500,44900,33700,31250,30400,56950
9/3/2025,16600,15150,15500,14650,14950,14900,44800,41000,39750,38600,43750,45950,50350,46700,34650,31650,31150,59450
9/4/2025,16600,15150,15500,14650,14950,14850,44800,40950,39650,38450,43750,45200,50350,47350,36550,34550,30900,59400
9/5/2025,16600,15150,15500,14500,14950,14850,44800,40950,39650,37700,43750,45200,50350,47350,36550,34750,30900,59400
9/6/2025,,,,,,,,,,,,,,,,,,
9/7/2025,,,,,,,,,,,,,,,,,,
9/8/2025,16600,15150,15500,14700,14950,14850,43250,40600,38800,37150,41250,44750,51250,51150,42550,37600,31650,88950
9/9/2025,16600,15150,15500,14700,14950,14800,43250,40450,38500,36800,41750,44150,50400,51450,44400,37900,31950,81600
9/10/2025,16600,15150,15500,14700,14950,14800,41650,40350,38400,35700,41750,43400,52900,52050,44150,39050,32050,65650
9/11/2025,16600,15150,15500,14700,14950,14750,41650,40050,38100,35650,41000,42900,52900,52050,43050,38750,32800,68850
9/12/2025,16600,15150,15500,14700,14950,14700,41650,39850,38150,35600,41000,42900,52900,52950,42450,37900,33050,71100
9/13/2025,,,,,,,,,,,,,,,,,,
9/14/2025,,,,,,,,,,,,,,,,,,
9/15/2025,16600,15150,15500,14700,14950,14700,41650,39150,37000,34300,40600,42800,63650,57300,53200,39350,35150,77950
9/16/2025,16600,15150,15500,14700,14950,14700,41650,39400,36900,33950,40600,42800,65300,60850,57100,42000,34900,74950
9/17/2025,16600,15150,15500,14700,14950,14700,41650,39200,36850,34300,40600,41550,74400,64700,58200,44800,35150,81000
9/18/2025,16600,15150,15500,14700,14950,14700,41650,39200,37050,34550,40600,40900,74400,65650,56550,46250,35400,84750
9/19/2025,16600,15150,15500,14800,14950,14700,41650,39100,37000,34650,40350,41300,72700,65900,55250,49750,35050,83600
9/20/2025,,,,,,,,,,,,,,,,,,
9/21/2025,,,,,,,,,,,,,,,,,,
9/22/2025,16600,15150,15550,14800,14950,14700,40200,38450,37250,34450,39000,40450,72700,68350,56900,52750,33150,80900
9/23/2025,16600,15150,15550,14800,14950,14700,40200,38400,36800,34550,39000,40050,72700,69300,57400,53700,33150,79250
9/24/2025,16600,15200,15550,14800,14950,14700,40200,38400,36900,34600,39250,39550,72700,68250,57150,53750,32850,78850
9/25/2025,16600,15200,15550,14800,14950,14700,40200,38350,36750,34700,39000,39200,72700,67050,56350,54500,32850,82150
9/26/2025,16600,15200,15550,14800,14950,14700,40200,38500,36750,34900,39000,37900,73550,66650,55500,54100,32000,79450
9/27/2025,,,,,,,,,,,,,,,,,,
9/28/2025,,,,,,,,,,,,,,,,,,
9/29/2025,16600,15200,15500,14800,14900,14650,40200,38750,36550,34250,38500,36400,66750,63200,52700,51250,33500,80650
9/30/2025,16600,15150,15500,14800,14900,14650,40200,38650,36400,34250,38500,36500,65100,62650,50550,49050,33500,85100
10/1/2025,16600,15150,15500,14800,14900,14650,40200,38650,36500,34300,38500,36200,65100,61550,49400,48150,34250,86700
10/2/2025,16600,15150,15500,14800,14900,14650,40200,38650,36450,34250,38000,35850,61750,60800,48450,46450,34000,83150
10/3/2025,16600,15150,15500,14800,14900,14650,40200,38750,36600,34550,37450,35800,61750,61350,48650,46150,34500,79450
10/4/2025,,,,,,,,,,,,,,,,,,
10/5/2025,,,,,,,,,,,,,,,,,,
10/6/2025,16600,15150,15500,14800,14850,14650,47300,40800,37000,35450,37100,35850,67500,63800,55250,50900,35000,79350
10/7/2025,16600,15150,15500,14800,14850,14650,47300,41050,37450,35650,37350,35650,67500,64400,56200,50850,35000,83250
10/8/2025,16600,15150,15500,14800,14850,14600,47300,41550,37650,36200,37850,35950,67500,64250,56700,51250,34250,84600
10/9/2025,16600,15150,15500,14800,14850,14600,51450,42000,38250,36500,37950,35850,69150,64650,56850,51900,34250,81900
10/10/2025,16600,15150,15500,14800,14850,14600,51450,41800,38750,36600,39250,35700,69150,65250,56100,51900,34000,81550
10/11/2025,,,,,,,,,,,,,,,,,,
10/12/2025,,,,,,,,,,,,,,,,,,
10/13/2025,16600,15150,15500,14750,14850,14600,48250,42450,39150,37250,39250,36700,67600,65750,54650,51600,36150,80450
10/14/2025,16600,15150,15500,14750,14850,14600,48250,42400,38700,37350,39250,36750,67600,65300,55200,49650,36150,80550
10/15/2025,16600,15150,15500,14750,14850,14600,48250,42300,39050,37500,39600,36750,67600,64350,53750,48550,36150,79150
10/16/2025,16600,15150,15500,14750,14850,14600,48250,42100,39450,37500,40100,36750,67600,64150,52600,47050,35650,76800
10/17/2025,16600,15150,15500,14750,14850,14600,48250,42000,39450,37600,39850,36750,65100,63150,51400,47150,35400,75250
10/18/2025,,,,,,,,,,,,,,,,,,
10/19/2025,,,,,,,,,,,,,,,,,,
10/20/2025,16600,15150,15500,14750,14850,14600,47400,41800,39800,38050,40150,36350,61650,61200,49400,46150,33900,83000
10/21/2025,16600,15150,15500,14750,14850,14600,47400,41850,39350,37950,40150,36250,61650,60500,48500,44750,33900,80050
10/22/2025,16600,15150,15500,14750,14850,14600,43450,41650,39500,37900,40150,36100,61650,59150,47600,43650,34150,77550
10/23/2025,16600,15150,15500,14750,14850,14600,43450,41650,39450,38200,40150,35900,61650,57700,46450,42150,34150,74600
10/24/2025,16600,15150,15500,14750,14850,14600,42600,41650,39600,38350,39650,35900,61650,56650,45100,42000,33300,73000
10/25/2025,,,,,,,,,,,,,,,,,,
10/26/2025,,,,,,,,,,,,,,,,,,
10/27/2025,16600,15150,15450,14700,14850,14600,43350,41550,39650,38450,39900,35800,66750,56000,45900,39050,31600,76650
10/28/2025,16600,15150,15450,14700,14800,14600,43350,41550,39600,38800,39900,35800,66750,57200,46050,41450,31600,74850
10/29/2025,16600,15150,15450,14700,14800,14600,43350,41550,39650,38850,39400,35800,66750,59300,47100,41650,31600,68700
10/30/2025,16600,15150,15450,14700,14800,14600,43350,41600,39800,39450,38650,35650,65950,59000,48850,43300,31350,62250
10/31/2025,16600,15100,15450,14700,14800,14600,44150,41750,40100,39750,38400,35550,65950,60900,48950,44800,31850,57000
11/1/2025,,,,,,,,,,,,,,,,,,
11/2/2025,,,,,,,,,,,,,,,,,,
11/3/2025,16600,15100,15450,14650,14800,14600,45000,43050,41000,40700,38500,35300,69400,65000,49150,49150,34000,58150
11/4/2025,16600,15100,15450,14650,14800,14550,45000,43400,41250,41100,38500,35200,69400,66550,49700,49950,34000,56750
11/5/2025,16600,15100,15450,14650,14800,14450,45000,43800,41600,41200,38500,36450,69400,66650,50300,50750,34000,52300
11/6/2025,16600,15100,15450,14650,14800,14550,45000,44150,41900,41200,38250,34850,71050,66950,51000,51100,33750,50350
11/7/2025,16600,15100,15450,14650,14800,14550,45750,44100,41900,41250,38750,34850,68450,69450,51100,52850,34750,54200
11/8/2025,,,,,,,,,,,,,,,,,,
11/9/2025,,,,,,,,,,,,,,,,,,
11/10/2025,16600,15100,15450,14650,14700,14550,44900,43650,41650,41200,38900,33900,68550,66600,51350,51600,37500,57800
11/11/2025,16600,15100,15450,14650,14700,14550,44900,43500,41650,40900,38650,34050,68550,65450,51000,49500,39750,54600
11/12/2025,16600,15100,15450,14650,14700,14550,44900,43350,41650,40800,38650,33900,68550,64400,50500,48150,40500,51250
11/13/2025,16600,15100,15500,14650,14700,14550,44900,42750,41250,40800,38750,34000,65950,64500,50200,48150,40750,50800
11/14/2025,16600,15100,15500,14650,14700,14550,44900,42950,41400,40900,38000,34000,65950,63750,49700,47650,39750,52000
11/15/2025,,,,,,,,,,,,,,,,,,
11/16/2025,,,,,,,,,,,,,,,,,,
11/17/2025,16600,15100,15500,14500,14650,14550,44900,42950,41450,40800,37500,35100,69400,61350,49500,45850,37500,50350
11/18/2025,16600,15100,15500,14500,14650,14550,44050,43000,41850,40850,37500,35450,69400,60200,50650,48550,37250,49750
11/19/2025,16600,15100,15500,14500,14650,14550,44050,43000,41650,40900,37500,36900,69400,60600,50350,48550,37250,50100
11/20/2025,16600,15100,15500,14500,14600,14550,44050,43550,41950,40650,38000,37100,69400,61450,50050,50050,36000,51450
11/21/2025,16600,15100,15500,14500,14600,14550,44050,43550,42000,40700,37900,37250,69400,61400,49900,49400,36250,53200
11/22/2025,,,,,,,,,,,,,,,,,,
11/23/2025,,,,,,,,,,,,,,,,,,
11/24/2025,16600,15100,15500,14500,14600,14550,47300,44150,42500,41550,38650,37800,70850,62250,54400,51350,37800,54250
11/25/2025,16600,15100,15500,14500,14600,14500,47300,44400,42400,41700,38650,37700,71650,63700,54900,51400,37800,53750
11/26/2025,16600,15100,15500,14500,14600,14500,47300,44450,42450,41700,38650,38950,71650,64500,54650,52100,36800,59650
11/27/2025,16600,15100,15500,14500,14600,14600,47300,44450,42750,41950,39150,46000,67400,64100,55150,51950,36800,78650
11/28/2025,16600,15100,15500,14500,14550,14600,48150,44800,43250,42750,41150,48200,65700,63750,55000,51250,36550,101200
11/29/2025,,,,,,,,,,,,,,,,,,
11/30/2025,,,,,,,,,,,,,,,,,,
12/1/2025,16600,15100,15500,14500,14550,14700,48950,46100,45250,45800,45150,57350,69900,63400,56450,51950,37750,135600
12/2/2025,16600,15100,15500,14500,14550,14700,48950,47100,46100,46800,45650,61800,74900,63000,56750,53150,37750,132950
12/3/2025,16600,15100,15500,14500,14550,14700,48950,47500,46900,47800,45650,55300,70100,63250,56650,54200,37750,106350
12/4/2025,16600,15100,15500,14500,14550,14700,48150,47700,48950,47900,45650,59700,66750,63000,56250,53400,37750,95500
12/5/2025,16600,15100,15500,14500,14550,14700,48950,48550,49050,48800,45150,54750,66750,62850,56400,53600,37500,83250
12/6/2025,,,,,,,,,,,,,,,,,,
12/7/2025,,,,,,,,,,,,,,,,,,
12/8/2025,16600,15100,15500,14500,14550,14750,58500,51900,51050,51450,48900,57100,68450,64650,66700,58750,37650,67350
12/9/2025,16600,15100,15500,14600,14550,14800,58500,51800,51650,53000,48900,56550,68450,65350,69100,59500,37650,67850
12/10/2025,16600,15100,15550,14600,14550,15100,59350,51850,51900,53050,48650,55000,68450,65600,70300,60500,37500,64850
12/11/2025,16600,15100,15500,14600,14600,15100,59350,52050,51750,53650,49150,54750,68450,65800,70400,61650,36750,68700
12/12/2025,16600,15100,15500,14600,14600,15000,59350,51450,51200,54550,49900,54750,68450,65000,67950,61300,36900,67050
12/13/2025,,,,,,,,,,,,,,,,,,
12/14/2025,,,,,,,,,,,,,,,,,,
12/15/2025,16600,15100,15500,14450,14600,15100,53700,49450,49750,52700,52150,54450,69350,64750,63250,58400,39000,62200
12/16/2025,16600,15100,15500,14450,14600,15200,51200,48100,49250,51400,52400,54650,67650,65000,60950,58100,40250,58750
12/17/2025,16600,15100,15500,14450,14600,15200,51200,46600,48250,50850,54150,52300,61700,63350,57050,56550,39500,57400
12/18/2025,16600,15100,15500,14450,14600,15200,51200,45750,46900,48800,54400,52300,61700,60700,50300,54000,38500,57950
12/19/2025,16600,15100,15500,14450,14600,15200,49700,44400,46300,47100,54150,53500,61700,59200,46950,48650,38500,55550
12/20/2025,,,,,,,,,,,,,,,,,,
12/21/2025,,,,,,,,,,,,,,,,,,
12/22/2025,16600,15100,15450,14450,14600,15100,48150,42900,44100,43000,50400,52350,51750,54200,42900,42650,35750,51500
12/23/2025,16600,15100,15450,14450,14600,15100,48150,42700,43900,43150,49150,52500,51750,52250,41750,42100,34100,49950
12/24/2025,16600,15100,15450,14450,14600,15150,48150,41600,42750,42500,49650,52000,51750,51400,41650,39800,33600,46700
12/25/2025,16600,15100,15350,14450,14600,15150,48150,41600,42900,42500,49650,52100,51750,51400,41450,39800,33600,45900
12/26/2025,16600,15100,15450,14450,14600,15150,48150,41600,42750,42500,49650,51950,51750,51400,41650,39800,33600,45900
12/27/2025,,,,,,,,,,,,,,,,,,
12/28/2025,,,,,,,,,,,,,,,,,,
12/29/2025,16600,15100,15450,14450,14600,15150,46550,40450,41100,41050,47150,50050,50900,46650,40000,38450,26500,40600
12/30/2025,16600,15100,15450,14450,14600,15150,46550,40150,40800,40500,47150,49950,48600,46250,39450,38150,24750,38250
12/31/2025,16600,15100,15450,14450,14600,15150,45750,40150,40300,40300,47900,50350,47700,44800,38300,36900,24900,38600
