date,beras_dki,beras_jabar,beras_jateng,beras_jatim,beras_sulsel,beras_sumut,bawang_dki,bawang_jabar,bawang_jateng,bawang_jatim,bawang_sulsel,bawang_sumut,cabai_dki,cabai_jabar,cabai_jateng,cabai_jatim,cabai_sulsel,cabai_sumut
7/21/2024,,,,,,,,,,,,,,,,,,
7/22/2024,15600,15000,15050,13700,,14050,36650,29450,26550,24250,,36200,51650,43850,36600,35750,,37600
7/23/2024,15600,15000,15050,13700,,14050,36650,29100,26400,24050,,35600,51650,44250,37150,37150,,36450
7/24/2024,15600,15000,15050,13700,,14050,36650,28950,26150,23750,,35050,51650,44600,37150,37200,,35350
7/25/2024,15600,15000,15050,13700,,14050,36650,28950,25900,23500,,34600,52500,44900,36900,37150,,33750
7/26/2024,15600,15000,15050,13700,,14050,36650,28800,25500,23450,,34300,52500,45300,36750,36550,,32200
7/27/2024,,,,,,,,,,,,,,,,,,
7/28/2024,,,,,,,,,,,,,,,,,,
7/29/2024,15600,15000,15050,13700,,14000,32500,28400,25100,22350,,32800,50850,44300,36600,36700,,32600
7/30/2024,15600,15000,15050,13700,,14000,32500,28050,24800,22300,,32800,50850,44600,36000,37200,,32550
7/31/2024,15600,15050,15050,13700,,14000,32500,27850,24500,22050,,32250,50850,45000,36450,37050,,31950
8/1/2024,15600,15000,15050,13750,,14000,32500,27900,24400,22050,,31500,50850,44900,36750,37400,,31450
8/2/2024,15600,15000,15050,13750,,14000,32500,27900,24350,22000,,30900,51650,45050,36900,37000,,32100
8/3/2024,,,,,,,,,,,,,,,,,,
8/4/2024,,,,,,,,,,,,,,,,,,
8/5/2024,15600,15000,15000,13750,,14000,32150,28000,24250,21350,,30100,50000,45950,37400,37350,,36200
8/6/2024,15600,15000,15050,13750,,14000,32150,27800,23950,21300,,30000,50000,46050,37450,37350,,37750
8/7/2024,15600,15000,15050,13750,,14000,32150,27450,23800,21250,,29900,50000,46400,37400,37200,,38300
8/8/2024,15600,15000,15050,13700,,14000,33000,27450,23950,21850,,29750,50000,46050,37750,37400,,40950
8/9/2024,15600,15000,15300,13750,,14000,31650,27200,24650,21150,,29750,50000,46200,38450,37650,,42200
8/10/2024,,,,,,,,,,,,,,,,,,
8/11/2024,,,,,,,,,,,,,,,,,,
8/12/2024,15600,15000,15050,13700,,14000,30850,27150,23700,20500,,30000,51650,45400,37550,37850,,44800
8/13/2024,15600,15000,15050,13750,,14000,30850,27100,23450,20650,,30050,51650,45700,37250,37650,,44050
8/14/2024,15600,15000,15050,13750,,14000,30850,26900,23000,20700,,30100,51650,45550,37400,36250,,42950
8/15/2024,15600,15000,15050,13750,,14000,30850,26700,23000,21000,,30500,51650,44700,36900,36300,,43550
8/16/2024,15600,15000,15050,13750,,14000,31650,26450,23050,21450,,30200,50000,44600,36650,37100,,41500
8/17/2024,,,,,,,,,,,,,,,,,,
8/18/2024,,,,,,,,,,,,,,,,,,
8/19/2024,15600,15000,15100,13750,,14000,31650,26150,23050,21850,,29550,50000,45300,36650,34700,,43700
8/20/2024,15600,15000,15100,13700,,14000,31650,26100,22650,21950,,29100,50000,45150,35900,35050,,43150
8/21/2024,15600,15000,15100,13750,,14000,32500,26100,22800,21800,,29000,49150,44750,35200,35200,,40300
8/22/2024,15600,15000,15100,13750,,14000,32500,26100,22700,21650,,29150,49150,44300,34250,33900,,38300
8/23/2024,15600,15000,15100,13900,,14000,32500,25950,22800,21650,,28900,49150,43850,34000,33000,,37900
8/24/2024,,,,,,,,,,,,,,,,,,
8/25/2024,,,,,,,,,,,,,,,,,,
8/26/2024,15600,15000,15100,13700,,14000,31650,25850,23000,22250,,28650,46650,42250,31950,30800,,35500
8/27/2024,15600,15000,15050,13750,,14000,31650,25800,23000,21700,,28750,46650,42100,31050,29400,,35050
8/28/2024,15600,15000,15150,13750,,14050,31650,25600,23300,21750,,28700,45000,41550,31350,28950,,34400
8/29/2024,15600,15000,15150,13750,,14050,31650,25700,23200,21950,,28500,44150,41350,30050,29050,,34450
8/30/2024,15600,15000,15100,13750,,14200,31650,26200,23000,22100,,28350,45000,40900,28750,28300,,34300
8/31/2024,,,,,,,,,,,,,,,,,,
9/1/2024,,,,,,,,,,,,,,,,,,
9/2/2024,15600,15000,15100,13750,,14050,32500,26250,23550,22300,,28600,44150,39250,26450,23950,,34250
9/3/2024,15600,15000,15100,13750,,14050,32500,26450,23500,22600,,28750,43350,38950,26000,23650,,33600
9/4/2024,15600,15000,15100,13750,,14050,32500,26700,23650,22400,,28700,43350,37600,25600,23150,,31200
9/5/2024,15600,15000,15100,13750,,14050,32500,26900,24000,22550,,28900,41650,36500,24500,22500,,31300
9/6/2024,15600,15000,15100,13750,,14050,32500,27050,24250,22450,,29100,41650,37050,24850,22650,,30400
9/7/2024,,,,,,,,,,,,,,,,,,
9/8/2024,,,,,,,,,,,,,,,,,,
9/9/2024,15600,15000,15100,13800,,14050,31650,27000,24900,23700,,28350,41650,34700,24350,21900,,27350
9/10/2024,15600,15000,15100,13800,,14050,31650,27050,24950,23600,,28350,41650,34250,24000,21050,,27350
9/11/2024,15600,15000,15100,13800,,14200,31650,27000,24900,23550,,28700,41650,33550,23950,20800,,27950
9/12/2024,15600,15000,15100,13800,,14050,31650,26950,25000,23500,,28900,40000,33400,23650,20850,,28150
9/13/2024,15600,15000,15100,13800,,14050,31650,26950,25000,23550,,28650,38350,33050,23350,20300,,28100
9/14/2024,,,,,,,,,,,,,,,,,,
9/15/2024,,,,,,,,,,,,,,,,,,
9/16/2024,15600,15000,15100,13850,,14050,31650,26950,24500,22800,,29150,38350,33050,22550,20650,,29750
9/17/2024,15600,15000,15100,13850,,14050,31650,26850,25050,23900,,28700,39150,32400,23900,19900,,28300
9/18/2024,15600,15000,15100,13850,,14050,31650,26850,25100,23800,,28800,39150,32400,24300,21250,,28450
9/19/2024,15600,15000,15100,13850,,14050,31650,26850,25100,23900,,28900,39150,33450,24000,21000,,29550
9/20/2024,15600,15000,15100,13800,,14050,31650,26900,24800,23700,,28800,39150,33800,23750,21150,,30050
9/21/2024,,,,,,,,,,,,,,,,,,
9/22/2024,,,,,,,,,,,,,,,,,,
9/23/2024,15600,14950,15100,13800,,14100,31650,27150,25200,23950,,27750,39150,33200,23350,20100,,28350
9/24/2024,15600,15000,15100,13800,,14100,31650,27100,25350,24200,,29150,39150,32950,23250,19900,,26700
9/25/2024,15600,15000,15100,13800,,14100,31650,26950,25550,24100,,28700,39150,32650,22900,20000,,26250
9/26/2024,15600,15000,15100,13800,,14100,31650,27400,25950,24200,,28700,39150,32200,22850,20100,,26150
9/27/2024,15600,15000,15100,13800,,14100,31650,27600,26000,24350,,29950,38350,32600,22550,20250,,26400
9/28/2024,,,,,,,,,,,,,,,,,,
9/29/2024,,,,,,,,,,,,,,,,,,
9/30/2024,15600,15000,15100,13750,,14100,31650,28600,26250,24900,,30650,38350,32600,21850,19350,,23600
10/1/2024,15600,15000,15100,13750,,14100,31650,28650,26600,24950,,31450,38350,32450,21650,19100,,23300
10/2/2024,15600,15000,15100,13750,,14100,31650,28900,26500,25050,,30550,38350,32550,21600,19050,,23500
10/3/2024,15600,15000,15100,13750,,14100,31650,29100,26600,25050,,30900,38350,31900,21400,18700,,24400
10/4/2024,15600,15000,15100,13750,,14100,31650,29300,26500,25000,,32050,38350,31600,21350,19150,,23850
10/5/2024,,,,,,,,,,,,,,,,,,
10/6/2024,,,,,,,,,,,,,,,,,,
10/7/2024,15600,15000,15100,13750,,14050,32500,29300,26650,25000,,32150,37500,31050,20750,18650,,25700
10/8/2024,15600,15000,15100,13800,,14050,32500,29400,26550,25250,,32450,36650,31050,20500,18950,,25900
10/9/2024,15600,15000,15100,13800,,14050,32500,29100,26600,25350,,32800,36650,30800,20450,18750,,26350
10/10/2024,15600,15000,15100,13800,,14050,32500,29100,26650,25250,,33300,36650,30500,20600,18500,,26550
10/11/2024,15600,15000,15100,13800,,14050,32500,29050,26900,25200,,32200,36650,30550,20350,18550,,25850
10/12/2024,,,,,,,,,,,,,,,,,,
10/13/2024,,,,,,,,,,,,,,,,,,
10/14/2024,15600,15000,15100,13800,,14050,32500,29100,27000,25700,,33000,36650,30750,21600,18950,,29200
10/15/2024,15600,15000,15100,13800,,13950,32500,29150,26750,25800,,32800,36650,30700,21250,19150,,30900
10/16/2024,15600,15000,15100,13850,,13950,32500,29150,26850,26000,,33700,36650,30450,21500,19150,,31000
10/17/2024,15600,15000,15100,13850,,13950,32500,29100,26750,26050,,33950,36650,30450,21150,19100,,31800
10/18/2024,15600,15000,15100,13850,,13900,32500,28900,26850,26200,,33400,36650,30350,21700,18900,,29950
10/19/2024,,,,,,,,,,,,,,,,,,
10/20/2024,,,,,,,,,,,,,,,,,,
10/21/2024,15600,15000,15100,13850,,13900,33350,29600,27100,26550,,32550,36650,30250,21950,18400,,40300
10/22/2024,15600,15000,15100,13850,,13900,33350,29800,27150,26650,,31100,36650,30550,22350,18400,,41000
10/23/2024,15600,15000,15100,13850,,13900,33350,30300,27400,26650,,32050,36650,30250,22800,18550,,38350
10/24/2024,15600,15000,15100,13850,,13900,33350,30200,28050,26700,,32350,35000,30550,22850,18600,,37800
10/25/2024,15600,15000,15050,13800,,13900,33350,30300,28000,26800,,32500,35000,30350,22800,18550,,35350
10/26/2024,,,,,,,,,,,,,,,,,,
10/27/2024,,,,,,,,,,,,,,,,,,
10/28/2024,15550,15000,15100,13750,,13900,35000,30700,30400,29300,,33200,35850,30550,22250,18650,,32350
10/29/2024,15550,15000,15100,13750,,13900,35000,31200,30900,29450,,33250,35850,30450,22400,18750,,30850
10/30/2024,15550,15000,15100,13750,,13900,40500,31800,31450,29600,,33600,37500,30300,22600,18700,,26550
10/31/2024,15550,15000,15100,13750,,13900,41350,33400,32500,29700,,33800,35850,30650,22550,18400,,25650
11/1/2024,15550,15000,15100,13750,,13900,41350,35950,32500,30000,,33800,35850,31200,22500,18400,,25650
11/2/2024,,,,,,,,,,,,,,,,,,
11/3/2024,,,,,,,,,,,,,,,,,,
11/4/2024,15550,15000,15050,13750,,13900,45850,37750,34200,32550,,33600,35850,30550,21800,18200,,28850
11/5/2024,15500,15000,15050,13750,,13900,45850,38250,34750,33750,,33800,34150,30200,21650,18150,,28500
11/6/2024,15500,15000,15050,13800,,13900,45850,38400,35150,34400,,34300,34150,30050,21650,18150,,27450
11/7/2024,15500,15000,15050,13650,,13900,45850,38750,35750,34000,,35100,34150,29400,21650,17900,,28050
11/8/2024,15500,15000,15050,13650,,13900,45850,39800,35850,34800,,34850,34150,29450,21550,18100,,28650
11/9/2024,,,,,,,,,,,,,,,,,,
11/10/2024,,,,,,,,,,,,,,,,,,
11/11/2024,15500,14950,15000,13650,,13900,45000,39900,36900,36250,,35150,31650,29600,21400,18000,,27700
11/12/2024,15500,14950,15000,13650,,13950,45000,40350,37250,36650,,35800,30850,29550,21500,18050,,27800
11/13/2024,15500,14950,15000,13650,,13900,45000,40350,37300,37450,,36200,30850,29600,21400,18300,,27150
11/14/2024,15500,14950,15000,13650,,13900,45000,40150,37800,36850,,36850,30850,29250,21000,18100,,25650
11/15/2024,15500,14950,15000,13650,,13900,45000,40600,38000,37450,,36500,30850,29150,20700,18200,,25850
11/16/2024,,,,,,,,,,,,,,,,,,
11/17/2024,,,,,,,,,,,,,,,,,,
11/18/2024,15500,14950,15000,13650,,13750,46650,40800,38600,37250,,36700,31650,29850,21550,18900,,26700
11/19/2024,15500,14950,15000,13650,,13750,46650,40800,38700,38050,,36450,31650,30150,21250,18900,,26050
11/20/2024,15500,14950,14900,13650,,13250,46650,40900,38800,37600,,36850,32500,30550,20950,18650,,25550
11/21/2024,15500,14950,15000,13650,,13750,46650,40900,39000,37800,,36500,32500,30300,21100,18900,,25350
11/22/2024,15500,14950,15000,13650,,13750,46650,40900,39000,37850,,36850,34150,30450,20950,18450,,25550
11/23/2024,,,,,,,,,,,,,,,,,,
11/24/2024,,,,,,,,,,,,,,,,,,
11/25/2024,15500,14950,14950,13650,,13750,46650,41100,39150,38400,,35950,31650,29750,19900,18150,,24300
11/26/2024,15500,14950,14950,13650,,13750,46650,41100,39150,38600,,37100,31650,29400,19800,17750,,25200
11/27/2024,15500,15000,14950,13650,,13550,46650,37900,38200,38600,,38250,31650,24500,18950,17750,,26750
11/28/2024,15500,14950,14950,13650,,13750,45850,41100,39150,38800,,37300,31650,29750,20550,18000,,28850
11/29/2024,15500,14950,14950,13650,,13750,45850,40950,39050,38900,,36400,34150,30850,21100,19650,,28950
11/30/2024,,,,,,,,,,,,,,,,,,
12/1/2024,,,,,,,,,,,,,,,,,,
12/2/2024,15500,14950,14950,13650,,13750,45850,40450,39100,39000,,36750,35000,31700,20000,18850,,27650
12/3/2024,15500,14950,14950,13650,,13750,45850,40300,39100,38700,,37150,35000,32350,19900,19400,,26700
12/4/2024,15500,14950,15000,13650,,13750,45850,40400,39000,38700,,37350,35000,32800,19850,18600,,30100
12/5/2024,15500,14950,14950,13650,,13750,45850,40700,38100,38500,,36800,35000,33300,20550,18750,,29900
12/6/2024,15500,14950,15050,13650,,13750,45850,40650,39350,38700,,36200,37500,33750,21500,19450,,29300
12/7/2024,,,,,,,,,,,,,,,,,,
12/8/2024,,,,,,,,,,,,,,,,,,
12/9/2024,15500,15000,14950,13700,,13850,45000,40950,39100,38950,,36150,37500,34500,24350,21600,,29450
12/10/2024,15500,15000,14950,13700,,13850,45000,41450,39100,38800,,36350,37500,35150,26750,22200,,30300
12/11/2024,15500,15000,15000,13700,,13850,45000,41550,38700,39250,,35850,42500,37050,28650,23400,,32150
12/12/2024,15500,15000,14950,13700,,13850,45000,41600,39050,39250,,36150,45000,37400,31000,24350,,33450
12/13/2024,15500,15000,14950,13700,,13850,45000,41450,38950,39600,,36650,46650,38650,32900,24750,,33800
12/14/2024,,,,,,,,,,,,,,,,,,
12/15/2024,,,,,,,,,,,,,,,,,,
12/16/2024,15500,15000,14950,13650,,13850,45000,41600,38750,39850,,36950,47500,41900,37700,29650,,36250
12/17/2024,15500,15000,15000,13700,,13850,45000,41850,39050,40000,,38050,48350,42900,38900,31400,,39950
12/18/2024,15500,15000,15000,13700,,13850,45000,41850,39350,39850,,36300,48350,43000,39200,31300,,41800
12/19/2024,15500,15000,15000,13700,,13850,45000,41750,39250,39850,,36350,48350,44450,39600,31300,,41150
12/20/2024,15500,15000,15000,13700,,13850,45000,41800,39350,39950,,36850,50000,46000,42250,32900,,40350
12/21/2024,,,,,,,,,,,,,,,,,,
12/22/2024,,,,,,,,,,,,,,,,,,
12/23/2024,15500,15050,15000,13750,,13850,45000,42000,39350,39350,,37800,69150,52900,48400,40450,,44250
12/24/2024,15550,15050,15000,13750,,13850,45000,42050,39500,39050,,40250,69150,53900,49000,41150,,47200
12/25/2024,15550,15050,15000,13750,,13700,45000,42050,38450,39050,,41800,69150,53900,47500,41150,,47750
12/26/2024,15550,15050,15000,13750,,13700,45000,42050,38450,39050,,41800,69150,53900,47500,41150,,47750
12/27/2024,15600,15050,15000,13750,,13850,45000,41950,39650,39500,,41700,76650,61800,58550,44700,,53250
12/28/2024,,,,,,,,,,,,,,,,,,
12/29/2024,,,,,,,,,,,,,,,,,,
12/30/2024,15600,15050,15000,13750,,13850,45000,42350,39650,38900,,44900,76650,67000,61250,52700,,50150
12/31/2024,15600,15050,15000,13750,,13850,45000,42350,40000,39050,,45650,76650,68200,59950,52600,,49200
1/1/2025,,15000,15000,13750,13500,13850,,42650,40200,38700,39950,45650,,68200,60200,52650,30000,49200
1/2/2025,15600,15050,15000,13750,13500,13850,45000,42000,39800,38950,40350,48350,72500,69150,61350,49650,30000,50350
1/3/2025,15600,15050,15000,13750,13500,13850,45000,41450,39700,39000,40650,46900,70850,69300,60150,49800,30250,53900
1/4/2025,,,,,,,,,,,,,,,,,,
1/5/2025,,,,,,,,,,,,,,,,,,
1/6/2025,15800,15050,15000,13750,13500,13900,43350,41350,39600,38650,39250,48100,70850,69700,56900,52700,32250,49750
1/7/2025,15800,15050,15000,13750,13500,13900,44150,40850,39250,38900,39150,48050,69150,69850,57650,53400,32250,47250
1/8/2025,15800,15050,15000,13750,13500,13900,43450,40350,39200,38800,38650,47650,69150,69400,57250,53400,33000,44450
1/9/2025,15800,15050,15000,13750,13500,13900,43450,39600,39000,38650,36900,47300,70200,68350,56000,52150,34200,44000
1/10/2025,15800,15050,15000,13750,13500,13900,43450,38650,38900,38800,36550,46850,70200,67150,56250,51950,33450,42650
1/11/2025,,,,,,,,,,,,,,,,,,
1/12/2025,,,,,,,,,,,,,,,,,,
1/13/2025,15800,15050,15000,13750,13500,13900,42600,37300,38650,38550,36650,45100,70200,68950,57600,55450,33000,45700
1/14/2025,15800,15050,15000,13750,13500,13800,42600,36550,37700,38200,36650,44500,69400,68400,57600,54800,33250,45850
1/15/2025,15800,15050,15000,13750,13500,13800,42600,37450,37350,38350,36650,43800,69400,67850,57300,54700,33000,47100
1/16/2025,15800,15050,15000,13750,13500,13850,42600,35850,36900,37900,36400,44650,69400,68000,56750,54750,31500,52400
1/17/2025,15800,15050,15000,13750,13500,13800,40200,35200,36600,37750,36400,43600,65950,68400,55400,54450,32000,49850
1/18/2025,,,,,,,,,,,,,,,,,,
1/19/2025,,,,,,,,,,,,,,,,,,
1/20/2025,15800,15050,15000,13750,13500,13800,40200,35400,36400,36250,33550,44700,65950,67100,51950,55700,33000,57300
1/21/2025,15800,15050,15000,13800,13500,13900,40200,35450,35450,35950,33150,43200,65950,66600,52900,56250,33650,60000
1/22/2025,15800,15050,15000,13800,13500,13900,40200,35450,35350,34650,32850,45000,65950,66300,53050,55600,33750,65900
1/23/2025,15800,15050,15000,13850,13500,13900,40200,35400,35200,34750,32350,44500,64250,66800,53150,55850,33500,67400
1/24/2025,15800,15050,15000,13850,13500,13900,39350,35150,34700,34550,32150,44250,64250,67200,53950,54550,33000,64800
1/25/2025,,,,,,,,,,,,,,,,,,
1/26/2025,,,,,,,,,,,,,,,,,,
1/27/2025,15800,15050,15050,13850,13500,13900,39350,36750,34700,34550,32150,44250,64250,66500,53800,54550,33000,64800
1/28/2025,15800,15050,15050,13850,13500,13900,39350,36750,34700,34550,32150,44250,64250,66500,53800,54550,33000,64800
1/29/2025,15800,15050,15050,13850,13500,13900,39350,36750,34700,34550,32150,44250,64250,66500,53800,54550,33000,64800
1/30/2025,15800,15050,15000,13850,13550,13900,39350,34850,33500,33450,31150,42550,61750,69250,55000,53450,32000,68300
1/31/2025,15800,15050,15000,13850,13550,13900,39350,34700,33250,33000,31150,42300,61750,69500,54950,53900,32000,67650
2/1/2025,,,,,,,,,,,,,,,,,,
2/2/2025,,,,,,,,,,,,,,,,,,
2/3/2025,15800,15000,15000,13850,13550,13900,36950,34650,33300,32300,31000,40200,63450,68250,52950,54400,32000,71050
2/4/2025,15800,14950,15000,13850,13550,13850,36100,34150,33200,32150,31000,42700,63450,68700,52850,54500,32000,69100
2/5/2025,15800,14950,15000,13850,13550,13800,36100,34650,33100,32150,31250,39950,61750,66800,52400,53400,31500,68350
2/6/2025,15800,14950,15000,13850,13550,13800,35350,34600,33350,32000,31750,39850,56850,65900,52550,53100,32000,65550
2/7/2025,15800,14950,15000,13850,13550,13800,35350,34550,33150,31900,31750,39450,56850,62750,49050,51500,31850,59500
2/8/2025,,,,,,,,,,,,,,,,,,
2/9/2025,,,,,,,,,,,,,,,,,,
2/10/2025,15800,14950,15000,13850,13550,13800,35350,33900,32650,31050,31600,38500,54250,55850,43450,42500,31750,49850
2/11/2025,15800,14950,15000,13850,13550,13800,35350,34100,32050,31000,31600,37750,54250,53050,41550,41600,32000,47550
2/12/2025,15800,14950,15050,13850,13550,13800,35350,33850,31100,30750,31600,36550,52550,51450,41550,40550,32150,44250
2/13/2025,15800,14950,15000,13850,13550,13800,35350,33700,31700,30250,31600,37400,52550,50500,41800,39400,32250,43100
2/14/2025,15800,14950,15000,13850,13550,13800,35350,33800,31650,30250,31850,37050,52550,49550,42050,39100,32150,40900
2/15/2025,,,,,,,,,,,,,,,,,,
2/16/2025,,,,,,,,,,,,,,,,,,
2/17/2025,15800,15000,15000,13850,13550,13800,35350,33350,31500,30000,32250,36650,52550,49100,42700,41400,34600,41850
2/18/2025,15800,14950,15000,13850,13550,13850,35350,33200,31450,30000,32250,36450,52550,48700,43700,41450,34600,41350
2/19/2025,15800,14950,15000,13850,13550,13850,35350,33300,31400,30250,32250,36300,52550,48750,44400,41700,34500,40850
2/20/2025,15800,14950,15000,13850,13550,13850,36200,33250,31750,30500,32000,36300,52550,49050,45800,42850,34250,40800
2/21/2025,15800,14950,15000,13900,13550,13850,36200,33750,31950,30350,32000,36450,54250,49650,46950,44100,33450,38500
2/22/2025,,,,,,,,,,,,,,,,,,
2/23/2025,,,,,,,,,,,,,,,,,,
2/24/2025,15800,14950,15000,13900,13650,13850,40100,36650,33750,31900,32250,36950,54950,56800,49800,48400,34600,41850
2/25/2025,15800,14950,15000,13900,13650,13850,41750,36950,35450,32450,32250,36850,60200,56550,51150,49700,34600,41350
2/26/2025,15800,14950,15000,13900,13650,13850,41750,37850,36150,33150,33250,37200,61050,58850,50950,50050,36000,42950
2/27/2025,15800,14950,15000,13900,13650,13850,41750,39700,37350,33550,33550,37100,61750,59850,51450,50700,36750,44800
2/28/2025,15800,14950,15000,13900,13550,13850,42600,41900,38200,33700,34150,37300,62600,61250,50750,50400,37350,45200
3/1/2025,,,,,,,,,,,,,,,,,,
3/2/2025,,,,,,,,,,,,,,,,,,
3/3/2025,15850,14950,15000,13900,13650,13900,53800,45850,40400,36300,36000,37600,91800,80400,58750,62050,42000,58200
3/4/2025,15850,14950,15050,13900,13650,13900,53800,47600,41850,36800,35500,37750,88850,80750,59250,59300,42000,50100
3/5/2025,15900,14950,15050,13900,13650,13900,55350,48900,42900,37550,35500,38250,79800,72200,57150,55900,42750,45700
3/6/2025,15900,14950,15150,13900,13650,13900,57050,49050,44350,38950,35150,38400,66250,65200,51750,52350,43800,43150
3/7/2025,15900,14950,15150,13950,13650,13900,57050,49400,45350,39900,35250,38950,65350,60600,48350,50050,43550,37400
3/8/2025,,,,,,,,,,,,,,,,,,
3/9/2025,,,,,,,,,,,,,,,,,,
3/10/2025,15900,14950,15150,13900,13650,13900,57050,49500,46050,42850,34400,38850,58850,54050,44450,42000,42750,39500
3/11/2025,15900,14950,15150,13900,13650,13900,57050,49800,46850,42800,34650,38400,54550,51200,43000,41050,42250,34950
3/12/2025,15900,14950,15150,13900,13650,13900,57050,50700,47450,42850,34750,39150,53850,48400,42700,41900,41500,31900
3/13/2025,15900,14950,15150,13900,13650,13800,57050,51700,47950,44050,34500,39650,53850,48200,41850,42150,40900,32050
3/14/2025,15900,14950,15150,13900,13650,13900,57050,51700,48100,45000,34750,39200,53850,47950,41150,42400,39300,32750
3/15/2025,,,,,,,,,,,,,,,,,,
3/16/2025,,,,,,,,,,,,,,,,,,
3/17/2025,15900,14950,15150,13900,13650,13800,57050,52400,47750,45300,35350,40100,47200,48900,39950,42800,39750,33600
3/18/2025,15900,14950,15150,13900,13650,13900,57850,53300,48550,45950,35850,39100,47200,49050,41900,42650,39750,31900
3/19/2025,15900,14950,15150,13900,13650,13900,57850,53450,48750,45950,36500,39350,48850,49450,45650,44150,39750,32300
3/20/2025,15900,14950,15150,13900,13650,13900,57850,53400,49050,45700,36750,39650,54550,51900,48950,45200,39900,34150
3/21/2025,15900,14950,15150,13900,13650,13800,57850,53350,49100,45550,36750,40150,56000,52050,51500,46500,39550,35300
3/22/2025,,,,,,,,,,,,,,,,,,
3/23/2025,,,,,,,,,,,,,,,,,,
3/24/2025,15900,14950,15150,13900,13650,13900,60100,55300,49450,46100,39500,39400,62600,56900,52900,46900,42850,37500
3/25/2025,15900,14950,15150,13900,13650,13900,60100,55850,49400,46600,40000,39500,62600,59550,53850,49300,42600,39400
3/26/2025,15900,14950,15150,13900,13650,13900,60100,55450,49700,46800,41250,39750,64250,65900,56750,50050,46650,47850
3/27/2025,15900,14950,15150,13900,13650,13900,61750,55150,50000,46850,41250,39750,73350,70450,59450,50350,48650,48000
3/28/2025,15900,14950,15100,13900,13650,13900,61750,55150,48550,46800,41250,39750,73350,70450,58550,50350,48650,47350
3/29/2025,,,,,,,,,,,,,,,,,,
3/30/2025,,,,,,,,,,,,,,,,,,
3/31/2025,15900,14950,15300,13900,13650,13850,61750,55150,47800,46800,41250,39850,73350,70450,59050,50350,48650,48050
4/1/2025,15900,14950,15150,13900,13650,13900,61750,55150,49700,46800,41250,40200,73350,70450,59250,50350,48650,49400
4/2/2025,15900,14950,15150,13900,13650,13900,61750,55150,49700,46800,41250,39900,73350,70450,59250,50350,48650,48750
4/3/2025,15900,14950,15150,13900,13650,13900,61750,55150,49700,46800,41250,39400,73350,70450,59250,50350,48650,46100
4/4/2025,15900,14950,15150,13900,13650,13900,61750,55150,49700,46800,41250,39800,73350,70450,59250,50350,48650,45350
4/5/2025,,,,,,,,,,,,,,,,,,
4/6/2025,,,,,,,,,,,,,,,,,,
4/7/2025,15900,14950,15150,13900,13650,13900,61750,55150,49700,46800,41250,40550,73350,70450,59250,50350,48650,45000
4/8/2025,15900,14950,15150,13900,13750,13900,66600,55500,51450,46900,41500,43050,69900,59650,56200,43350,39900,45150
4/9/2025,15900,14950,15150,13900,13750,13900,69800,58300,52100,47600,41500,43250,69050,58800,54750,42600,39900,46050
4/10/2025,15900,14950,15150,13950,13750,13900,69050,59850,52500,47550,40650,42750,66750,57550,54050,42100,38650,48600
4/11/2025,15900,14950,15150,13950,13750,13900,69050,60800,53000,47950,39900,43400,66750,56850,53050,41850,38000,53950
4/12/2025,,,,,,,,,,,,,,,,,,
4/13/2025,,,,,,,,,,,,,,,,,,
4/14/2025,15900,14950,15150,13950,13750,13900,69050,58550,53100,48700,40650,43450,69250,57050,55050,45650,37850,60650
4/15/2025,15900,14950,15150,13950,13750,13900,69050,58350,52900,48900,40650,42850,69250,56900,56650,46900,38350,60850
4/16/2025,15900,14950,15150,13950,13750,13950,65900,58100,53250,48750,40250,42950,67600,57950,58750,48000,38000,59300
4/17/2025,15900,14950,15150,13950,13750,14000,65900,58100,52250,48500,40250,43200,67600,58750,59350,49550,39000,57100
4/18/2025,15900,14950,15150,13950,13750,14000,65900,58100,52250,48500,40250,43200,67600,58750,59350,49550,39000,56950
4/19/2025,,,,,,,,,,,,,,,,,,
4/20/2025,,,,,,,,,,,,,,,,,,
4/21/2025,15900,14950,15150,13950,13750,14000,60250,54200,51000,46750,37800,43450,69950,62800,58150,49800,43000,56800
4/22/2025,15900,14950,15150,13950,13750,14000,58700,53350,49650,46850,37800,43000,69950,64650,57850,50650,43000,53600
4/23/2025,15900,14950,15100,13950,13750,14000,58700,52850,49150,46450,37800,43100,67650,64450,57250,50150,41750,49350
4/24/2025,15900,14950,15100,13950,13750,14000,58700,52200,48150,45550,38650,42250,67650,65100,56050,47300,42500,49300
4/25/2025,15900,14950,15100,13950,13750,14000,51450,51550,47500,45200,38500,42100,65350,61700,52250,44950,43250,44050
4/26/2025,,,,,,,,,,,,,,,,,,
4/27/2025,,,,,,,,,,,,,,,,,,
4/28/2025,15900,14950,15100,13950,13750,14000,51450,48150,45150,41650,37350,41800,64500,57150,47000,42750,49500,42750
4/29/2025,15900,14950,15100,13900,13750,14000,51450,47650,43750,41300,37350,41500,63700,55250,46250,40300,49500,40750
4/30/2025,15900,14950,15150,13900,13750,14050,49900,45950,42300,41150,37350,40850,62800,54600,44800,39650,48950,40900
5/1/2025,15900,14950,15150,13900,13750,14050,49900,45950,42300,41150,37350,41050,62800,54600,44800,39650,48950,40800
5/2/2025,15900,14950,15100,13900,13750,14050,51400,44750,41850,40950,37250,40900,61950,52600,43100,39350,48650,40600
5/3/2025,,,,,,,,,,,,,,,,,,
