date,beras_jabar,beras_jateng,beras_jatim,beras_sulsel,beras_sumut,bawang_jabar,bawang_jateng,bawang_jatim,bawang_sulsel,bawang_sumut,cabai_jabar,cabai_jateng,cabai_jatim,cabai_sulsel,cabai_sumut
3/29/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
3/30/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
3/31/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/1/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/2/2022,,,,,,,,,,,,,,,
4/3/2022,,,,,,,,,,,,,,,
4/4/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/5/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/6/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/7/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/8/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/9/2022,,,,,,,,,,,,,,,
4/10/2022,,,,,,,,,,,,,,,
4/11/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/12/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/13/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/14/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/15/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/16/2022,,,,,,,,,,,,,,,
4/17/2022,,,,,,,,,,,,,,,
4/18/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/19/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/20/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/21/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/22/2022,9250,9400,,9300,10250,17500,18150,,22250,20600,30850,26650,,26000,38050
4/23/2022,,,,,,,,,,,,,,,
4/24/2022,,,,,,,,,,,,,,,
4/25/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
4/26/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
4/27/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
4/28/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
4/29/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
4/30/2022,,,,,,,,,,,,,,,
5/1/2022,,,,,,,,,,,,,,,
5/2/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/3/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/4/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/5/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/6/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/7/2022,,,,,,,,,,,,,,,
5/8/2022,,,,,,,,,,,,,,,
5/9/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/10/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/11/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/12/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/13/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/14/2022,,,,,,,,,,,,,,,
5/15/2022,,,,,,,,,,,,,,,
5/16/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/17/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/18/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/19/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/20/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/21/2022,,,,,,,,,,,,,,,
5/22/2022,,,,,,,,,,,,,,,
5/23/2022,9200,9400,,9300,10250,18500,18950,,19000,19600,20550,17600,,20000,26400
5/24/2022,9100,9400,,9300,10250,20500,18950,,19000,19600,19400,17600,,20000,26400
5/25/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
5/26/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
5/27/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
5/28/2022,,,,,,,,,,,,,,,
5/29/2022,,,,,,,,,,,,,,,
5/30/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
5/31/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/1/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/2/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/3/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/4/2022,,,,,,,,,,,,,,,
6/5/2022,,,,,,,,,,,,,,,
6/6/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/7/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/8/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/9/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/10/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/11/2022,,,,,,,,,,,,,,,
6/12/2022,,,,,,,,,,,,,,,
6/13/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/14/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/15/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/16/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/17/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/18/2022,,,,,,,,,,,,,,,
6/19/2022,,,,,,,,,,,,,,,
6/20/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/21/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/22/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/23/2022,9150,9350,,9350,10250,24000,22250,,19000,29100,27000,23800,,19500,24700
6/24/2022,9100,9350,,9350,10250,33750,29550,,19000,29100,50900,40950,,19500,24700
6/25/2022,,,,,,,,,,,,,,,
6/26/2022,,,,,,,,,,,,,,,
6/27/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
6/28/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
6/29/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
6/30/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/1/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/2/2022,,,,,,,,,,,,,,,
7/3/2022,,,,,,,,,,,,,,,
7/4/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/5/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/6/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/7/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/8/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/9/2022,,,,,,,,,,,,,,,
7/10/2022,,,,,,,,,,,,,,,
7/11/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/12/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/13/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/14/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/15/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/16/2022,,,,,,,,,,,,,,,
7/17/2022,,,,,,,,,,,,,,,
7/18/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/19/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/20/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/21/2022,9100,9300,,9350,9750,33750,35050,,47750,40650,50900,59050,,28000,70000
7/22/2022,9100,9300,,9350,9750,35000,35050,,47750,40650,51600,59050,,28000,70000
7/23/2022,,,,,,,,,,,,,,,
7/24/2022,,,,,,,,,,,,,,,
7/25/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
7/26/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
7/27/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
7/28/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
7/29/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
7/30/2022,,,,,,,,,,,,,,,
7/31/2022,,,,,,,,,,,,,,,
8/1/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/2/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/3/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/4/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/5/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/6/2022,,,,,,,,,,,,,,,
8/7/2022,,,,,,,,,,,,,,,
8/8/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/9/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/10/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/11/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/12/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/13/2022,,,,,,,,,,,,,,,
8/14/2022,,,,,,,,,,,,,,,
8/15/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/16/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/17/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/18/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/19/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/20/2022,,,,,,,,,,,,,,,
8/21/2022,,,,,,,,,,,,,,,
8/22/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/23/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/24/2022,9150,9450,,9350,9750,50000,30350,,50500,38650,63850,61600,,38000,68250
8/25/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
8/26/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
8/27/2022,,,,,,,,,,,,,,,
8/28/2022,,,,,,,,,,,,,,,
8/29/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
8/30/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
8/31/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/1/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/2/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/3/2022,,,,,,,,,,,,,,,
9/4/2022,,,,,,,,,,,,,,,
9/5/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/6/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/7/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/8/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/9/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/10/2022,,,,,,,,,,,,,,,
9/11/2022,,,,,,,,,,,,,,,
9/12/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/13/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/14/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/15/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/16/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/17/2022,,,,,,,,,,,,,,,
9/18/2022,,,,,,,,,,,,,,,
9/19/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/20/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/21/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/22/2022,9300,9800,,9450,10200,29650,21050,,23750,27800,47700,41800,,23000,60450
9/23/2022,9450,9450,,9450,10200,30000,20550,,23750,27800,48500,36950,,23000,60450
9/24/2022,,,,,,,,,,,,,,,
9/25/2022,,,,,,,,,,,,,,,
9/26/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
9/27/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
9/28/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
9/29/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
9/30/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/1/2022,,,,,,,,,,,,,,,
10/2/2022,,,,,,,,,,,,,,,
10/3/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/4/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/5/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/6/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/7/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/8/2022,,,,,,,,,,,,,,,
10/9/2022,,,,,,,,,,,,,,,
10/10/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/11/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/12/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/13/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/14/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/15/2022,,,,,,,,,,,,,,,
10/16/2022,,,,,,,,,,,,,,,
10/17/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/18/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/19/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/20/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/21/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,43150
10/22/2022,,,,,,,,,,,,,,,
10/23/2022,,,,,,,,,,,,,,,
10/24/2022,9550,9650,,9450,10250,17500,18200,,25250,23650,48500,37950,,27000,40000
10/25/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
10/26/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
10/27/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
10/28/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
10/29/2022,,,,,,,,,,,,,,,
10/30/2022,,,,,,,,,,,,,,,
10/31/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/1/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/2/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/3/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/4/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/5/2022,,,,,,,,,,,,,,,
11/6/2022,,,,,,,,,,,,,,,
11/7/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/8/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/9/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/10/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/11/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/12/2022,,,,,,,,,,,,,,,
11/13/2022,,,,,,,,,,,,,,,
11/14/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/15/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/16/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/17/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/18/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/19/2022,,,,,,,,,,,,,,,
11/20/2022,,,,,,,,,,,,,,,
11/21/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/22/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/23/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/24/2022,9700,9700,,9450,10700,22600,19750,,21500,22600,29900,23750,,18750,22150
11/25/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
11/26/2022,,,,,,,,,,,,,,,
11/27/2022,,,,,,,,,,,,,,,
11/28/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
11/29/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
11/30/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/1/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/2/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/3/2022,,,,,,,,,,,,,,,
12/4/2022,,,,,,,,,,,,,,,
12/5/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/6/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/7/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/8/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/9/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/10/2022,,,,,,,,,,,,,,,
12/11/2022,,,,,,,,,,,,,,,
12/12/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/13/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/14/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/15/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/16/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/17/2022,,,,,,,,,,,,,,,
12/18/2022,,,,,,,,,,,,,,,
12/19/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/20/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/21/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/22/2022,9950,9800,,9500,10700,16900,20050,,32250,19950,18950,16800,,6250,21300
12/23/2022,10600,10150,,9500,10700,20650,20400,,32250,19950,21500,16750,,6250,21300
12/24/2022,,,,,,,,,,,,,,,
12/25/2022,,,,,,,,,,,,,,,
12/26/2022,10600,10450,,9650,10800,20650,19500,,24750,15250,21500,18850,,8000,30950
12/27/2022,10600,10450,,9650,10800,20650,19500,,24750,15250,21500,18850,,8000,30950
12/28/2022,10600,10450,,9650,10800,20650,19500,,24750,15250,21500,18850,,8000,30950
12/29/2022,10600,10450,,9650,10800,20650,19500,,24750,15250,21500,18850,,8000,30950
12/30/2022,10600,10450,,9650,10800,20650,19500,,24750,15250,21500,18850,,8000,30950
12/31/2022,,,,,,,,,,,,,,,
1/1/2023,,,,,,,,,,,,,,,
1/2/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/3/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/4/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/5/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/6/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/7/2023,,,,,,,,,,,,,,,
1/8/2023,,,,,,,,,,,,,,,
1/9/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/10/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/11/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/12/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/13/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/14/2023,,,,,,,,,,,,,,,
1/15/2023,,,,,,,,,,,,,,,
1/16/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/17/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/18/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/19/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/20/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/21/2023,,,,,,,,,,,,,,,
1/22/2023,,,,,,,,,,,,,,,
1/23/2023,10600,10450,9650,9650,10800,20650,19500,21450,24750,15250,21500,18850,14250,8000,30950
1/24/2023,,10950,9600,9650,10800,,19350,20700,24750,15250,,18400,13900,8000,30950
1/25/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
1/26/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
1/27/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
1/28/2023,,,,,,,,,,,,,,,
1/29/2023,,,,,,,,,,,,,,,
1/30/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
1/31/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/1/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/2/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/3/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/4/2023,,,,,,,,,,,,,,,
2/5/2023,,,,,,,,,,,,,,,
2/6/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/7/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/8/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/9/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/10/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/11/2023,,,,,,,,,,,,,,,
2/12/2023,,,,,,,,,,,,,,,
2/13/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/14/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/15/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/16/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/17/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/18/2023,,,,,,,,,,,,,,,
2/19/2023,,,,,,,,,,,,,,,
2/20/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/21/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/22/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/23/2023,10800,10750,10150,9650,11150,25150,21950,26850,22250,18500,22000,24700,23050,10000,29050
2/24/2023,11300,10700,10200,9650,11150,21250,20600,23850,22250,18500,31500,25750,28750,10000,29050
2/25/2023,,,,,,,,,,,,,,,
2/26/2023,,,,,,,,,,,,,,,
2/27/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
2/28/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/1/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/2/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/3/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/4/2023,,,,,,,,,,,,,,,
3/5/2023,,,,,,,,,,,,,,,
3/6/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/7/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/8/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/9/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
