date,beras_jabar,beras_jateng,beras_jatim,beras_sulsel,beras_sumut,bawang_jabar,bawang_jateng,bawang_jatim,bawang_sulsel,bawang_sumut,cabai_jabar,cabai_jateng,cabai_jatim,cabai_sulsel,cabai_sumut
3/10/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/11/2023,,,,,,,,,,,,,,,
3/12/2023,,,,,,,,,,,,,,,
3/13/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/14/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/15/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/16/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/17/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/18/2023,,,,,,,,,,,,,,,
3/19/2023,,,,,,,,,,,,,,,
3/20/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/21/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/22/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/23/2023,11300,10650,10050,10250,12650,21250,19450,17950,27150,21650,31500,30400,28250,17000,29900
3/24/2023,11300,11050,10050,10250,12650,19850,19600,18650,27150,21650,23350,28550,24650,17000,29900
3/25/2023,,,,,,,,,,,,,,,
3/26/2023,,,,,,,,,,,,,,,
3/27/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
3/28/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
3/29/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
3/30/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
3/31/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/1/2023,,,,,,,,,,,,,,,
4/2/2023,,,,,,,,,,,,,,,
4/3/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/4/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/5/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/6/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/7/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/8/2023,,,,,,,,,,,,,,,
4/9/2023,,,,,,,,,,,,,,,
4/10/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/11/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/12/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/13/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/14/2023,11300,11150,10050,10250,11650,19850,18600,20200,22900,21650,23350,25200,25750,30000,20350
4/15/2023,,,,,,,,,,,,,,,
4/16/2023,,,,,,,,,,,,,,,
4/17/2023,11300,11150,10050,10250,11650,20000,18600,20200,22900,21650,22750,25200,25750,30000,20350
4/18/2023,11300,11150,10050,10250,11650,20000,18600,20200,22900,21650,22750,25200,25750,30000,20350
4/19/2023,11300,11150,10050,10250,11650,20000,18600,20200,22900,21650,22750,25200,25750,30000,20350
4/20/2023,11300,11150,10050,10250,11650,20000,18600,20200,22900,21650,22750,25200,25750,30000,20350
4/21/2023,11300,11150,10050,10250,11650,20000,18600,20200,22900,21650,22750,25200,25750,30000,20350
4/22/2023,,,,,,,,,,,,,,,
4/23/2023,,,,,,,,,,,,,,,
4/24/2023,11300,11150,10050,10250,11650,20000,18600,20200,22900,21650,22750,25200,25750,30000,20350
4/25/2023,11000,11500,10050,10250,11650,17000,17650,20450,22900,21650,26350,24400,25400,30000,20350
4/26/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
4/27/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
4/28/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
4/29/2023,,,,,,,,,,,,,,,
4/30/2023,,,,,,,,,,,,,,,
5/1/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/2/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/3/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/4/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/5/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/6/2023,,,,,,,,,,,,,,,
5/7/2023,,,,,,,,,,,,,,,
5/8/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/9/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/10/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/11/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/12/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/13/2023,,,,,,,,,,,,,,,
5/14/2023,,,,,,,,,,,,,,,
5/15/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/16/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/17/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/18/2023,11300,10800,10050,10250,11650,20000,19300,20100,23500,21650,24900,21900,25350,14750,16650
5/19/2023,11450,10800,10050,10250,11650,21000,19300,20100,23500,21650,27350,21900,25350,14750,16650
5/20/2023,,,,,,,,,,,,,,,
5/21/2023,,,,,,,,,,,,,,,
5/22/2023,11250,10800,10050,10250,11650,20750,19300,20100,23500,21650,24250,21900,25350,14750,16650
5/23/2023,11250,10800,10050,10250,11650,20750,19300,20100,23500,21650,24250,21900,25350,14750,16650
5/24/2023,11250,10800,10050,10250,11650,20750,19300,20100,23500,21650,24250,21900,25350,14750,16650
5/25/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
5/26/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
5/27/2023,,,,,,,,,,,,,,,
5/28/2023,,,,,,,,,,,,,,,
5/29/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
5/30/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
5/31/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/1/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/2/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/3/2023,,,,,,,,,,,,,,,
6/4/2023,,,,,,,,,,,,,,,
6/5/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/6/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/7/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/8/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/9/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/10/2023,,,,,,,,,,,,,,,
6/11/2023,,,,,,,,,,,,,,,
6/12/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/13/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/14/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/15/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/16/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/17/2023,,,,,,,,,,,,,,,
6/18/2023,,,,,,,,,,,,,,,
6/19/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/20/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/21/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/22/2023,11200,10800,9900,10050,11700,26250,22700,23750,24500,18500,18500,15300,18750,16000,12150
6/23/2023,11300,10750,9900,10050,11700,25250,22450,24450,24500,18500,17500,15450,17700,16000,12150
6/24/2023,,,,,,,,,,,,,,,
6/25/2023,,,,,,,,,,,,,,,
6/26/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
6/27/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
6/28/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
6/29/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
6/30/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/1/2023,,,,,,,,,,,,,,,
7/2/2023,,,,,,,,,,,,,,,
7/3/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/4/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/5/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/6/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/7/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/8/2023,,,,,,,,,,,,,,,
7/9/2023,,,,,,,,,,,,,,,
7/10/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/11/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/12/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/13/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/14/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/15/2023,,,,,,,,,,,,,,,
7/16/2023,,,,,,,,,,,,,,,
7/17/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/18/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/19/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/20/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/21/2023,11200,10700,9800,9950,11650,25250,22950,24200,25000,27350,18000,16200,15350,16500,16550
7/22/2023,,,,,,,,,,,,,,,
7/23/2023,,,,,,,,,,,,,,,
7/24/2023,11200,10700,9800,9950,11650,22600,22950,24200,25000,27350,18900,16200,15350,16500,16550
7/25/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
7/26/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
7/27/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
7/28/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
7/29/2023,,,,,,,,,,,,,,,
7/30/2023,,,,,,,,,,,,,,,
7/31/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/1/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/2/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/3/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/4/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/5/2023,,,,,,,,,,,,,,,
8/6/2023,,,,,,,,,,,,,,,
8/7/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/8/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/9/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/10/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/11/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/12/2023,,,,,,,,,,,,,,,
8/13/2023,,,,,,,,,,,,,,,
8/14/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/15/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/16/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/17/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/18/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/19/2023,,,,,,,,,,,,,,,
8/20/2023,,,,,,,,,,,,,,,
8/21/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/22/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/23/2023,11250,10750,9800,9950,11700,13850,19300,13900,19750,22400,17900,16650,16100,17000,21900
8/24/2023,11300,10750,9800,9950,11700,14150,19300,13900,19750,22400,18250,16650,16100,17000,21900
8/25/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
8/26/2023,,,,,,,,,,,,,,,
8/27/2023,,,,,,,,,,,,,,,
8/28/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
8/29/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
8/30/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
8/31/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/1/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/2/2023,,,,,,,,,,,,,,,
9/3/2023,,,,,,,,,,,,,,,
9/4/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/5/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/6/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/7/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/8/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/9/2023,,,,,,,,,,,,,,,
9/10/2023,,,,,,,,,,,,,,,
9/11/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/12/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/13/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/14/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/15/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/16/2023,,,,,,,,,,,,,,,
9/17/2023,,,,,,,,,,,,,,,
9/18/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/19/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/20/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/21/2023,11450,11050,10550,9950,11700,15900,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/22/2023,11750,11050,10550,9950,11700,15150,16000,11800,17150,15850,20750,21850,25450,23500,31000
9/23/2023,,,,,,,,,,,,,,,
9/24/2023,,,,,,,,,,,,,,,
9/25/2023,12400,11650,11450,11600,13000,12900,12900,10900,14250,12000,18650,19900,17500,19000,30650
9/26/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
9/27/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
9/28/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
9/29/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
9/30/2023,,,,,,,,,,,,,,,
10/1/2023,,,,,,,,,,,,,,,
10/2/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/3/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/4/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/5/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/6/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/7/2023,,,,,,,,,,,,,,,
10/8/2023,,,,,,,,,,,,,,,
10/9/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/10/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/11/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/12/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/13/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/14/2023,,,,,,,,,,,,,,,
10/15/2023,,,,,,,,,,,,,,,
10/16/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/17/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/18/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/19/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/20/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/21/2023,,,,,,,,,,,,,,,
10/22/2023,,,,,,,,,,,,,,,
10/23/2023,12400,11650,11450,11600,13400,12900,12900,10900,14250,8000,18650,19900,17500,19000,29150
10/24/2023,12400,11650,11450,11600,13400,12150,12900,10900,14250,8000,20350,19900,17500,19000,29150
10/25/2023,12450,11700,12000,11450,13250,12150,12750,10300,13500,8350,26850,23750,25950,32500,25250
10/26/2023,12450,11700,12000,11450,13250,12150,12750,10300,13500,8350,26850,23750,25950,32500,25250
10/27/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
10/28/2023,,,,,,,,,,,,,,,
10/29/2023,,,,,,,,,,,,,,,
10/30/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
10/31/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/1/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/2/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/3/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/4/2023,,,,,,,,,,,,,,,
11/5/2023,,,,,,,,,,,,,,,
11/6/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/7/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/8/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/9/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/10/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/11/2023,,,,,,,,,,,,,,,
11/12/2023,,,,,,,,,,,,,,,
11/13/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/14/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/15/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/16/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/17/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/18/2023,,,,,,,,,,,,,,,
11/19/2023,,,,,,,,,,,,,,,
11/20/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/21/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/22/2023,12450,11750,12000,11450,13250,12150,12750,10300,13500,8350,26850,23800,25950,32500,25250
11/23/2023,12450,11750,12000,11450,13250,14100,12750,10300,13500,8350,31600,23800,25950,32500,25250
11/24/2023,12450,11750,12000,11450,13250,22600,13600,11150,13500,8350,37850,25400,32650,32500,25250
11/25/2023,,,,,,,,,,,,,,,
11/26/2023,,,,,,,,,,,,,,,
11/27/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
11/28/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
11/29/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
11/30/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/1/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/2/2023,,,,,,,,,,,,,,,
12/3/2023,,,,,,,,,,,,,,,
12/4/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/5/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/6/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/7/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/8/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/9/2023,,,,,,,,,,,,,,,
12/10/2023,,,,,,,,,,,,,,,
12/11/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/12/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/13/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/14/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/15/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/16/2023,,,,,,,,,,,,,,,
12/17/2023,,,,,,,,,,,,,,,
12/18/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/19/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/20/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/21/2023,12450,11650,12150,11450,12900,22600,16500,16650,16000,10650,46900,51250,54900,44000,47500
12/22/2023,12500,11650,12200,11450,12900,23750,16500,16850,16000,10650,44250,51250,51200,44000,47500
12/23/2023,,,,,,,,,,,,,,,
12/24/2023,,,,,,,,,,,,,,,
12/25/2023,12500,11650,12200,11450,12900,25000,18250,16850,16000,10650,42750,51250,51200,44000,47500
12/26/2023,12500,11650,12200,11450,12900,25000,18250,16850,16000,10650,42750,51250,51200,44000,47500
12/27/2023,12500,11750,12100,11450,12600,25000,22600,20350,19750,21250,41850,39650,39450,40000,32150
12/28/2023,12500,11750,12100,11450,12600,25000,22600,20350,19750,21250,41850,39650,39450,40000,32150
12/29/2023,12500,11750,12100,11450,12600,25000,22600,20350,19750,21250,41850,39650,39450,40000,32150
12/30/2023,,,,,,,,,,,,,,,
12/31/2023,,,,,,,,,,,,,,,
1/1/2024,12500,11750,12100,11450,12600,25000,22600,20350,19750,21250,41850,39650,39450,40000,32150
1/2/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/3/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/4/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/5/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/6/2024,,,,,,,,,,,,,,,
1/7/2024,,,,,,,,,,,,,,,
1/8/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/9/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/10/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/11/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/12/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/13/2024,,,,,,,,,,,,,,,
1/14/2024,,,,,,,,,,,,,,,
1/15/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/16/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/17/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/18/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/19/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/20/2024,,,,,,,,,,,,,,,
1/21/2024,,,,,,,,,,,,,,,
1/22/2024,12500,11750,,11450,12600,25000,22600,,19750,21250,41850,39650,,40000,32150
1/23/2024,12500,11750,,11450,12600,22900,22600,,19750,21250,43100,39650,,40000,32150
1/24/2024,12500,11750,,11450,12600,22900,22600,,19750,21250,43100,39650,,40000,32150
1/25/2024,12650,11950,,11450,12450,14150,18400,,30250,18950,40600,35550,,29500,25550
